fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
1109663,"McCormick & Company, Inc.","","",52100071435,"GARLIC, BLACK PEPPER SALT, BROWN SUGAR, ONION, RED BELL PEPPERS, PARSLEY, AND GARLIC OIL.","",0.699999988079071,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109664,"McCormick & Company, Inc.","","",21500010429,"SALT, SUGAR, SPICES (INCLUDING TURMERIC), ONION, GARLIC, BROMELAIN (TENDERIZER), PAPRIKA OLEORESIN (FOR COLOR), AND NATURAL FLAVOR.","",1.39999997615814,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109665,"McCormick & Company, Inc.","","",52100030647,"WATER, TOMATO PUREE (WATER, TOMATO PASTE), ONION, SUGAR, MODIFIED CORN STARCH, SALT, YEAST EXTRACT, WORCESTERSHIRE SAUCE (DISTILLED VINEGAR, MOLASSES, CORN SYRUP, WATER, SALT, CARAMEL COLOR, GARLIC, SUGAR, SPICES, TAMARIND, NATURAL FLAVOR), SPICES AND HERBS (INCLUDING PARSLEY, BLACK PEPPER, THYME), POTATO STARCH, LACTIC ACID, NATURAL FLAVOR, CARAMEL COLOR, CORN SYRUP SOLIDS, AND BEEF EXTRACT.","",36,g,"",Other Cooking Sauces,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109666,Zatarain's Inc.,"","",71429010772,"SALT, SPICES (INCLUDING RED PEPPER & OREGANO), GARLIC, ONION, SUGAR, SOYBEAN OIL, DISODIUM INOSINATE & DISODIUM GUANYLATE (FLAVOR ENHANCERS), SOY LECITHIN, EXTRACTIVES OF PAPRIKA, EXTRACTIVES OF GARLIC, AND NATURAL FLAVOR.","",0.899999976158142,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109667,Zatarain's Inc.,"","",71429012691,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), SUGAR, ONION, GARLIC, SALT, BROWN SUGAR, TOMATO POWDER YEAST EXTRACT, MOLASSES (REFINERY SYRUP, MOLASSES), SPICES (INCLUDING CHILI PEPPER, RED PEPPER, TURMERIC), TORULA YEAST, DEXTROSE, NATURAL FLAVOR (INCLUDING BARLEY), EXTRACTIVES OF PAPRIKA, CITRIC ACID, MUSTARD BRAN, MALIC ACID, WHISKEY SOLIDS & CHICKEN POWDER.","",45,g,"",Flavored Rice Dishes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109668,"McCormick & Company, Inc.","","",41234719115,"YELLOW CORN FLOUR, ENRICHED WHEAT FLOUR (FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, YELLOW CORN MEAL, SPICES (INCLUDING BLACK PEPPER, CELERY SEED), RICE FLOUR, GARLIC AND WHEY (MILK).","",18,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109669,"McCormick & Company, Inc.","","",52100010816,"SALT, SPICES (INCLUDING CHILE PEPPER AND RED PEPPER), SUGAR, ONION, GARLIC, CITRIC ACID, RED BELL PEPPER, TOMATO POWDER, SUNFLOWER OIL, CORN MALTODEXTRIN, DISODIUM INOSINATE AND DISODIUM GUANYLATE (FLAVOR ENHANCERS), LEMON PEEL, CELERY, TURMERIC, ASCORBIC ACID, NATURAL FLAVORS, AND NATURAL CEDAR SMOKE FLAVOR.","",0.699999988079071,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1111662,"Brandstorm Inc,","","",812907013478,PINK SALT,"",1.39999997615814,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109670,"McCormick & Company, Inc.","","",52100031095,"WATER, TOMATO PUREE (WATER, TOMATO PASTE), ONION, SALT, MODIFIED CORN STARCH, DISTILLED VINEGAR, CARROT, BROWN SUGAR, WORCESTERSHIRE SAUCE (VINEGAR, MOLASSES, CORN SYRUP, WATER, SALT, CARAMEL COLOR, GARLIC, SUGAR, SPICES, TAMARIND, NATURAL FLAVOR), SPICES (INCLUDING BLACK PEPPER), POTATO STARCH, YEAST EXTRACT, CITRIC ACID, LACTIC ACID, CARAMEL COLOR, NATURAL FLAVOR, AND BEEF EXTRACT.","",32,g,"",Other Cooking Sauces,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109671,"McCormick & Company, Inc.","","",21500011389,"SALT, SUGAR, MODIFIED CORN STARCH, ROASTED GARLIC, SPICES (INCLUDING OREGANO AND BASIL), NATURAL FLAVOR, AND EXTRACTIVES OF CARROT.","",1.10000002384186,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109672,Zatarain's Inc.,"","",71429091016,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), ENRICHED BLEACHED WHEAT FLOUR (WHEAT & MALT BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CORN STARCH, RED AND GREEN BELL PEPPER, ONION, WHEAT FLOUR, SPICES (INCLUDING RED PEPPER, CHILI PEPPER), GARLIC, HYDROLYZED SOY PROTEIN, YEAST EXTRACT, MALTED BARLEY FLOUR & SOY SAUCE (WHEAT, SOYBEANS, SALT).","",25,g,"",Flavored Rice Dishes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109673,"Simply Asia Foods, Inc.","","",854285002507,"NOODLES: RICE, WATER. SEASONING: SUGAR, SALT, TORULA YEAST, GARLIC, MUSHROOM, HYDROLYZED SOY PROTEIN, SOY SAUCE (SOYBEAN, SALT, WATER), ARTIFICIAL CHICKEN FLAVOR, SPICES (INCLUDING TURMERIC), CITRIC ACID, SILICON DIOXIDE, CARAMEL COLOR. OIL PACKET: CANOLA OIL, SESAME OIL. VEGETABLE PACKET: CARROT, GREEN ONION.","",35,g,"",Other Soups,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109674,"McCormick & Company, Inc.","","",70328820536,"CELERY SALT (SALT, CELERY SEED), SPICES (INCLUDING RED PEPPER AND BLACK PEPPER), AND PAPRIKA.","",0.600000023841858,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109675,"Simply Asia Foods, Inc.","","",854285010465,"SEA SALT, UNREFINED SUGAR, GARLIC, SPICES (INCLUDING GINGER), TOASTED SESAME SEEDS, BLACK SESAME SEEDS, RED BELL PEPPERS, TOASTED COCONUT (COCONUT, SUGAR, DEXTROSE, SALT), SOY SAUCE (SOYBEAN, WHEAT, SALT), ONION, AND NATURAL FLAVOR.","",0.800000011920929,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109676,"McCormick & Company, Inc.","","",21500206006,"SALT, ONION, ENRICHED WHEAT FLOUR (FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SPICES (INCLUDING PAPRIKA, BLACK PEPPER, TURMERIC), YEAST EXTRACT, XANTHAN GUM, CARAMEL COLOR, AND NATURAL FLAVOR.","",4,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109677,Zatarain's Inc.,"","",71429099500,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), ENRICHED ORZO PASTA PRODUCT (DURUM WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, GARLIC, SUGAR, ONION, YEAST EXTRACT, HYDROLYZED SOY PROTEIN, RED AND GREEN BELL PEPPER, SPICES (INCLUDING TURMERIC, RED PEPPER, CHILI PEPPER, PAPRIKA), BROWN SUGAR, NATURAL FLAVOR, CITRIC ACID & EXTRACTIVES OF PAPRIKA.","",59,g,"",Flavored Rice Dishes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109678,"McCormick & Company, Inc.","","",52100634746,"GARLIC, SPICES AND HERBS (INCLUDING BLACK PEPPER), SALT, BROWN SUGAR, ONION, PAPRIKA, SILICON DIOXIDE (ADDED TO MAKE FREE FLOWING), SUNFLOWER OIL, AND SPICE EXTRACTIVES.","",5,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109679,Zatarain's Inc.,"","",71429010116,"WATER, COOKED ENRICHED MACARONI PRODUCT (WATER, DURUM WHEAT SEMOLINA [ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID]), SHRIMP (WITH SALT, SODIUM TRIPOLYPHOSPHATE), BUTTER FLAVOR BLEND (MALTODEXTRIN [FROM CORN], BUTTER [CREAM, SALT], NONFAT DRY MILK, BUTTERMILK, SALT, SOUR CREAM [CULTURED CREAM, NONFAT DRY MILK, DISODIUM PHOSPHATE, NATURAL AND ARTIFICIAL FLAVORS, LACTIC ACID, CITRIC ACID, COLOR [EXTRACTIVES OF ANNATTO AND TURMERIC]), NONFAT MILK SOLIDS (NONFAT MILK, WHEY SOLIDS [LACTOSE], VITAMIN A AND D3), UNSALTED BUTTER (CREAM, NATURAL FLAVOR), ROASTED GARLIC BASE (ROASTED GARLIC, SALT, CORN MALTODEXTRIN, NATURAL FLAVORINGS, CORNSTARCH, CANOLA OIL, SESAME OIL), MODIFIED CORN STARCH, ENRICHED BLEACHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), GREEN ONIONS, CORN MALTODEXTRIN, SHRIMP BASE (COOKED SHRIMP, SALT, UNSALTED BUTTER [CREAM, FLAVORINGS], POTATO FLOUR, FLAVORING, DRY WHEY, PAPRIKA), CHEESE FLAVOR (A DEHYDRATED BLEND OF PARMESAN CHEESE [PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES], WHEY, BUTTERMILK SOLIDS, SODIUM PHOSPHATE, SALT), LEMON JUICE POWDER (CORN SYRUP, LEMON JUICE, LEMON OIL), CANOLA OIL, GRANULATED GARLIC, WORCESTERSHIRE SAUCE POWDER (CORN MALTODEXTRIN, WORCESTERSHIRE SAUCE [DISTILLED VINEGAR, MOLASSES, CORN SYRUP, SALT, CARAMEL COLOR, GARLIC POWDER, SUGAR, SPICES, TAMARIND, NATURAL FLAVOR, SULFITING AGENTS]), SPICES, YEAST EXTRACT, PAPRIKA, XANTHAN GUM, NON-DAIRY CREAMER (PARTIALLY HYDROGENATED SOYBEAN OIL, CORN SYRUP SOLIDS, SODIUM CASEINATE [A MILK DERIVATIVE], DIPOTASSIUM PHOSPHATE, MONO AND DIGLY-CERIDES, SODIUM HEXAMETAPHOSPHATE, SILICON DIOXIDE), CITRIC ACID, DISODIUM INOSINATE AND DISODIUM GUANYLATE (FLAVOR ENHANCERS).","",297,g,"",Frozen Dinners & Entrees,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109680,Zatarain's Inc.,"","",71429012707,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), BROCCOLI, SALT, ONION, YEAST EXTRACT, SUGAR, GARLIC, HYDROLYZED SOY PROTEIN, SPICES (INCLUDING TURMERIC, RED PEPPER), BROWN SUGAR, CITRIC ACID & NATURAL FLAVOR.","",65,g,"",Rice,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109681,"McCormick & Company, Inc.","","",52100889511,"SALT, SPICES (INCLUDING BLACK PEPPER AND CHILI PEPPER), ONION, RED BELL PEPPERS, SUGAR, GARLIC, AND NATURAL FLAVORS.","",0.800000011920929,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109682,Zatarain's Inc.,"","",71429027503,"ENRICHED YELLOW CORN MEAL (CORN MEAL, IRON, NIACIN, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, SPICES (INCLUDING RED PEPPER), CITRIC ACID, MONOSODIUM GLUTAMATE (FLAVOR ENHANCER), GARLIC, ONION & LEMON JUICE CONCENTRATE.","",17,g,"",Bread & Muffin Mixes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109683,"Simply Asia Foods, Inc.","","",854285000862,"NOODLE: WHEAT FLOUR, WATER, MODIFIED TAPIOCA STARCH, SALT, GLUCONO DELTA LACTONE (ACIDULANT), GUAR GUM, XANTHAN GUM (THICKENER). SAUCE: WATER, SUGAR, SOY SAUCE (SOYBEANS, WATER, SALT), SPICES (INCLUDING RED CHILI PEPPER), GARLIC, ONION, RICE WINE, SESAME OIL, SEAWEED, SOYBEAN OIL, GLUCONO DELTA LACTONE (ACIDULANT), RICE VINEGAR, SALT, XANTHAN GUM (THIKENER), CITRIC ACID, CARAMEL COLOR. TOPPING: SESAME SEEDS. VEGETABLE PACKET: CARROT, GREEN ONION.","",240,g,"",All Noodles,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109684,"McCormick & Company, Inc.","","",52100010793,"SALT, BLACK PEPPER, CITRIC ACID, ONION, SUGAR, GARLIC, CALCIUM STEARATE, SILICON DIOXIDE, AND CALCIUM SILICATE (ADDED TO MAKE FREE FLOWING), CELERY SEED, LEMON OIL, AND FD&C YELLOW 5 LAKE.","",0.899999976158142,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109685,Zatarain's Inc.,"","",71429024342,"ENRICHED CORN FLOUR (CORN FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, SPICE, AND MONOSODIUM GLUTAMATE (FLAVOR ENHANCER).","",15,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109687,"McCormick & Company, Inc.","","",52100063300,"SALT, DEXTROSE, BROMELAIN (TENDERIZER), AND CALCIUM SILICATE (ADDED TO MAKE FREE FLOWING).","",1.10000002384186,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109688,"McCormick & Company, Inc.","","",52100382456,"CORN STARCH, SALT, HYDROLYZED CORN GLUTEN, SOY PROTEIN AND WHEAT GLUTEN, ONION, BROWN SUGAR, GARLIC, SPICES (INCLUDING BASIL, OREGANO, CELERY SEED), CARAMEL COLOR, CORN MALTODEXTRIN, GUM ARABIC, BEEF FAT, ENRICHED BLEACHED WHEAT FLOUR (WHEAT & MALT BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), AND NATURAL FLAVOR.","",3.5,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109689,"Simply Asia Foods, Inc.","","",737628010257,"NOODLE: WATER, RICE, POTATO STARCH, LACTIC ACID, AMYLASE. SAUCE: SUGAR, WATER, SOY SAUCE (WATER, SALT, SOYBEAN), ONION, GARLIC, SPICES (INCLUDING RED PEPPER), CORN MALTODEXTRIN, PICKLED RADISH (RADISH, SALT, WATER), SOYBEAN OIL, MODIFIED CORN STARCH, LEMON, LEMONGRASS, TAMARIND PASTE (TARTARIC ACID, SUCCINIC ACID, MALIC ACID, TAMARIND SEED GUM, PECTIN), CITRIC ACID, XANTHAN GUM, CARAMEL COLOR, YEAST EXTRACT. DEHYDRATED VEGETABLES: BOK CHOY, CARROTS, RED BELL PEPPER. TOPPING: TOASTED SESAME SEED.","",274,g,"",Pasta Dinners,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109690,"McCormick & Company, Inc.","","",52100026022,"BLACK PEPPER, LEMON PEEL, CITRIC ACID, SALT, ONION, GARLIC, SUGAR, MALTODEXTRIN, LEMON JUICE SOLIDS, AND NATURAL FLAVORS.","",0.600000023841858,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-15,2020-11-13,United States,"","","",""
1109691,"McCormick & Company, Inc.","","",52100302416,"SALT, CORN STARCH, DEXTROSE, HYDROLYZED CORN, SOY PROTEINS AND WHEAT GLUTEN, BEEF FAT, CARAMEL COLOR, ONION, CORN SYRUP SOLIDS, GARLIC, SPICES (INCLUDING BLACK PEPPER), CELERY, SODIUM CARBOXYMETHYLCELLULOSE (THICKENER), SODIUM CASEINATE (MILK), AND NATURAL FLAVOR.","",2.5,g,"",Gravy Mix,LI,"",2020-04-15,2020-11-13,United States,"","","",""
1109692,Zatarain's Inc.,"","",71429012226,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), ONION, SPICES (INCLUDING PAPRIKA, RED PEPPER, CHILI PEPPER, BLACK PEPPER), SALT, RED AND GREEN BELL PEPPER, YEAST EXTRACT & GARLIC.","",43,g,"",Flavored Rice Dishes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109693,"McCormick & Company, Inc.","","",52100028248,"WATER, TOMATO PUREE (WATER, TOMATO PASTE), PEACH JUICE, BROWN SUGAR, DISTILLED WHITE VINEGAR, SALT, ONION, SPICES (INCLUDING PAPRIKA, BLACK PEPPER), GARLIC, WORCESTERSHIRE SAUCE (VINEGAR, MOLASSES, CORN SYRUP, WATER, SALT, CARAMEL COLOR, GARLIC, SUGAR, SPICES, TAMARIND, NATURAL FLAVOR), MODIFIED CORN STARCH, RED BELL PEPPER, BOURBON, POTATO FIBER, OAT FIBER, LACTIC ACID, AND NATURAL FLAVOR (INCLUDING HICKORY SMOKE).","",20,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109694,Zatarain's Inc.,"","",71429098404,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), WILD RICE, ONION, SALT, YEAST EXTRACT, GARLIC, SPICES (INCLUDING TURMERIC, RED PEPPER), TAMARI SOY SAUCE (SOYBEAN, SALT), SUGAR, BROWN SUGAR & NATURAL FLAVOR.","",66,g,"",Flavored Rice Dishes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109695,"McCormick & Company, Inc.","","",52100323671,PAPRIKA AND SILICON DIOXIDE (ADDED TO MAKE FREE FLOWING).,"",0.5,g,"",Herbs & Spices,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109696,"McCormick & Company, Inc.","","",21500010368,"POTATO FLOUR, SALT, ONION, MODIFIED FOOD STARCH, PAPRIKA, CARAMEL COLOR, YEAST EXTRACT, TRICALCIUM PHOSPHATE (PREVENTS CAKING), GARLIC, BLACK PEPPER, BROMELAIN (FROM PINEAPPLE), EXTRACTIVES OF PAPRIKA (FOR COLOR), SOY LECITHIN.","",7,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109697,Zatarain's Inc.,"","",71429099838,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), RED BEANS, ENRICHED BLEACHED WHEAT FLOUR (WHEAT & MALT BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ONION, CORN STARCH, SALT, POTASSIUM CHLORIDE, TAMARI SOY SAUCE (SOYBEAN, SALT), RED AND GREEN BELL PEPPER, YEAST EXTRACT, TORULA YEAST, GARLIC, HYDROLYZED SOY PROTEIN, MALTED BARLEY FLOUR, SPICES (INCLUDING RED PEPPER), NATURAL FLAVOR & EXTRACTIVES OF PAPRIKA.","",50,g,"",Flavored Rice Dishes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109698,"Simply Asia Foods, Inc.","","",737628062508,"NOODLE: RICE, WATER. SEASONING: SUGAR, SEA SALT, AUTOLYZED YEAST, ROASTED GARLIC, FRIED GARLIC (GARLIC, PALM OIL), CORN MALTODEXTRIN, SHALLOT, GARLIC, SPICES, ONION, SILICON DIOXIDE (TO MAKE FREE FLOWING) NATURAL FLAVOR. OIL PACKET: SOYBEAN OIL, GARLIC, RED CHILI PEPPER, ONION. VEGETABLE PACKET: GARLIC, GREEN ONION.","",34,g,"",Other Soups,LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109699,"McCormick & Company, Inc.","","",52100018188,"BROWN SUGAR, SALT, SPICES AND HERBS (INCLUDING RED PEPPER, PARSLEY, GINGER, AND CINNAMON), ONION, GARLIC, ORANGE PEEL, CITRIC ACID, MODIFIED CORN STARCH, CORN MALTODEXTRIN, MALIC ACID, AND NATURAL FLAVOR (INCLUDING BRANDY).","",3.5,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109700,Zatarain's Inc.,"","",71429012233,"ENRICHED LONG GRAIN PARBOILED RICE (RICE, IRON, NIACIN, THIAMINE MONONITRATE, FOLIC ACID), ORZO PASTA (ENRICHED WHEAT FLOUR (FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHEAT BRAN, TOMATO), SALT, GARLIC, SUGAR, ONION, YEAST EXTRACT, HYDROLYZED SOY PROTEIN, RED AND GREEN BELL PEPPER, SPICES (INCLUDING TURMERIC, RED PEPPER, CHILI PEPPER, PAPRIKA), NATURAL FLAVOR, BROWN SUGAR & EXTRACTIVES OF PAPRIKA.","",57,g,"",Flavored Rice Dishes,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109701,"McCormick & Company, Inc.","","",41234011332,"WATER, VINEGAR, ONION, DEMERARA (UNREFINED) SUGAR, TOMATO PASTE, SEA SALT, MODIFIED CORN STARCH, RED AND GREEN BELL PEPPERS, RED PEPPER SAUCE (VINEGAR, RED PEPPER, SALT), SPICES AND HERBS (INCLUDING CELERY, BLACK AND WHITE PEPPER, THYME, AND OREGANO), GARLIC, PAPRIKA, EXTRA VIRGIN OLIVE OIL, AND METHYLCELLULOSE GUM.","",32,g,"",Dips & Salsa,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109702,"McCormick & Company, Inc.","","",52100020419,"SEA SALT, GARLIC, SPICES (INCLUDING OREGANO AND BASIL), LEMON PEEL, RED BELL PEPPER, RED PEPPER, AND NATURAL FLAVOR.","",0.899999976158142,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109703,"Simply Asia Foods, Inc.","","",854285010731,"TERIYAKI POWDER (BROWN SUGAR, TAMARI SOY SAUCE [SOYBEAN, SALT], GARLIC, GINGER, CORN MALTODEXTRIN, SALT), SUGAR, MODIFIED CORN STARCH, CORN STARCH, MOLASSES (REFINERY SYRUP, REFINERS MOLASSES, CARAMEL COLOR), ONION, SALT, CARAMEL COLOR, ORANGE PEEL, NATURAL FLAVOR, SILICON DIOXIDE (ADDED TO MAKE FREE FLOWING), XANTHAN GUM, SPICE, ORANGE OIL, AND MANDARIN OIL.","",10,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109704,"Simply Asia Foods, Inc.","","",854285008042,"SPICES (INCLUDING TURMERIC, CELERY SEED, RED PEPPER, PAPRIKA), SALT, ONION, GARLIC, SUGAR, AND CORN MALTODEXTRIN.","",6,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109790,"Ocean Spray Cranberries, Inc.","","",31200023827,"MILK CHOCOLATE [SUGAR, COCOA BUTTER, MILK, CHOCOLATE LIQUOR, SOY LECITHIN (AN EMULSIFIER), AND VANILLA], SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR), COATING (GUM ACACIA, MALTODEXTRIN, AND SUGAR), CONFECTIONER'S GLAZE.","",30,g,"","Popcorn, Peanuts, Seeds & Related Snacks",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109705,Zatarain's Inc.,"","",71429002517,"COOKED LONG GRAIN RICE, BLACKENED SEASONED GRILLED CHICKEN TENDERS (CHICKEN TENDERS, WATER, BLACKENED SEASONING [SALT, SPICES {INCLUDING RED PEPPER AND PAPRIKA}, SOY PROTEIN ISOLATE, MODIFIED POTATO STARCH, SODIUM PHOSPHATE, CORN STARCH, ONION, CARRAGEENAN, GARLIC, EXTRACTIVES OF OREGANO, SOY LECITHIN]), GREEN AND RED BELL PEPPERS, MARGARINE (LIQUID AND HYDROGENATED SOYBEAN OIL, WATER, SALT, VEGETABLE MONO AND DIGLYCERIDES, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, BHA & BHT ADDED TO PROTECT FLAVOR, VITAMIN A PALMITATE AND VITAMIN D3 ADDED), WATER, ONIONS, GRANULATED ONION, CANOLA OIL, GREEN ONIONS, SUGAR, CHICKEN BASE (CHICKEN MEAT AND CONCENTRATED CHICKEN STOCK, SALT, CHICKEN FAT, SUGAR, DRIED WHEY [MILK], FLAVOR BLEND [YEAST EXTRACT, CORN SYRUP SOLIDS, CITRIC ACID, NATURAL FLAVOR], FLAVORING, EXTRACTIVE OF TURMERIC), GRANULATED GARLIC, MALTODEXTRIN (FROM CORN), SEA SALT, OLEORESIN TURMERIC (COLOR), DISODIUM INOSINATE AND DISODIUM GUANYLATE (FLAVOR ENHANCERS), SPICE, XATHAN GUM, WHEAT GLUTEN.","",297,g,"",Frozen Dinners & Entrees,LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109706,Zatarain's Inc.,"","",71429012189,"WATER, LONG GRAIN PARBOILED BROWN RICE, RED AND GREEN BELL PEPPERS, SOYBEAN OIL, MODIFIED POTATO STARCH, SEA SALT, ONION, GARLIC, YEAST EXTRACT, SPICES (INCLUDING RED PEPPER, PAPRIKA, CHILI PEPPER), SALT, SUGAR, PORK STOCK, CORN AND TAPIOCA MALTODEXTRIN, CARAMEL COLOR, NATURAL FLAVORS (PARTIALLY HYDROGENATED SOYBEAN OIL, SMOKE), BACON FAT, CARROTS.","",140,g,"","Entrees, Sides & Small Meals",LI,"",2020-04-08,2020-11-13,United States,"","","",""
1109707,"McCormick & Company, Inc.","","",21500047036,"SALT, SPICES (INCLUDING BLACK PEPPER, PAPRIKA AND TURMERIC), SUGAR, ONION, CORNSTARCH, GARLIC, TRICALCIUM PHOSPHATE (PREVENTS CAKING), PAPRIKA OLEORESIN (FOR COLOR), NATURAL FLAVORS.","",0.699999988079071,g,"","Seasoning Mixes, Salts, Marinades & Tenderizers",LI,"",2020-04-09,2020-11-13,United States,"","","",""
1109708,"McCormick & Company, Inc.","","",52100155302,"SUNFLOWER SEEDS, SOYBEANS, TEXTURED SOY FLOUR, RICE, ONION, CARROTS, CANOLA OIL, RED AND GREEN BELL PEPPERS, SALT, SUGAR, PARSLEY, BARLEY MALT EXTRACT, CARAMEL COLOR, NATURAL AND ARTIFICIAL FLAVOR, LACTIC ACID, YEAST EXTRACT, DISODIUM INOSINATE AND DISODIUM GUANYLATE (FLAVOR ENHANCERS), AND FD&C RED #3.","",7,g,"",Salad Dressing & Mayonnaise,LI,"",2020-04-08,2020-11-13,United States,"","","",""
