id,ingredients_normalized
843,"""['beef', 'onion', 'tortilla', 'enchilada sauce', 'mushroom soup', 'chicken soup', 'cheese']"""
844,"""['husband', 'wife', 'bible', 'home', 'prayer', 'love', 'work', 'playing together', 'patience', 'understanding', 'paddle', 'kisses']"""
845,"""['cheese', 'milk', 'miracle whip', 'turkey', 'chicken', 'pea', 'carrot', 'spaghetti', 'chive', 'onion']"""
846,"""['sausage', 'onion', 'cheese', 'parmesan', 'oregano', 'garlic', 'tomato sauce', 'tomato paste', 'biscuit']"""
847,"""['flour', 'sugar', 'baking soda', 'cinnamon', 'egg', 'vegetable oil', 'strawberry']"""
848,"""['bisquick', 'milk', 'cheddar cheese', 'butter', 'garlic powder']"""
849,"""['butter', 'sugar', 'salt', 'egg', 'flour', 'soda', 'water']"""
850,"""['lemon jello', 'lime jello', 'water', 'cottage cheese', 'pineapple', 'walnut', 'cream', 'mayonnaise', 'horseradish']"""
851,"""['flour', 'salt', 'alum', 'water', 'oil', 'food coloring']"""
852,"""['lettuce', 'pea', 'egg', 'bacon', 'water chestnut', 'ranch dressing', 'mayonnaise', 'sour cream', 'cheddar cheese']"""
853,"""['hash brown', 'sour cream', 'cheddar cheese', 'cream of chicken soup', 'butter', 'salt', 'pepper', 'onion']"""
854,"""['condensed milk', 'water', 'vanilla pudding', 'whipping cream', 'vanilla wafer', 'banana']"""
855,"""['corn meal', 'flour', 'baking soda', 'buttermilk', 'salt', 'onion']"""
856,"""['beef', 'onion', 'garlic', 'bell pepper', 'celery', 'tomato paste', 'tomato sauce', 'mushroom', 'cream corn', 'olive', 'noodle', 'cheese']"""
857,"""['lemon jello', 'water', 'pineapple', 'cream cheese', 'sugar', 'cool whip', 'pecan']"""
858,"""['cherry pie filling', 'pineapple', 'marshmallow', 'banana', 'pecan']"""
859,"""['steak', 'bread', 'parsley', 'garlic', 'onion', 'sauce', 'parmesan', 'salt', 'pepper']"""
860,"""['pudding', 'cream cheese', 'milk', 'powdered sugar', 'oreo', 'whipped topping']"""
861,"""['beef', 'onion soup mix', 'water', 'mushroom soup']"""
862,"""['chicken', 'cream of chicken soup', 'cream of celery soup', 'milk', 'sage', 'cornbread mix', 'chicken broth']"""
863,"""['egg', 'banana', 'brown sugar', 'oil', 'salt', 'milk', 'flour', 'baking soda', 'baking powder', 'apple', 'nut']"""
864,"""['soda cracker', 'celery', 'green pepper', 'egg', 'onion', 'tomato juice', 'mayonnaise']"""
865,"""['sugar', 'crisco', 'egg', 'flour', 'baking powder', 'baking soda', 'salt', 'buttermilk', 'almond', 'vanilla']"""
866,"""['chocolate', 'condensed milk', 'salt', 'vanilla', 'nut']"""
867,"""['seashell', 'corn oil', 'sugar', 'cider vinegar', 'wine vinegar', 'water', 'mustard', 'salt', 'pepper', 'cucumber', 'onion']"""
868,"""['cornbread mix', 'onion', 'green pepper', 'tomato', 'bacon', 'cheese', 'dressing', 'mustard', 'salt', 'pepper']"""
869,"""['mushroom soup', 'milk', 'rice', 'ham']"""
870,"""['flour', 'sugar', 'pecan', 'oat', 'baking powder', 'salt', 'cinnamon', 'egg', 'zucchini', 'oil']"""
871,"""['chicken', 'italian dressing', 'bread crumb', 'spaghetti sauce', 'onion', 'garlic', 'spaghetti noodle', 'mozzarella cheese']"""
872,"""['pineapple', 'cherry pie filling', 'cake mix', 'margarine']"""
873,"""['flour', 'sugar', 'cocoa', 'salt', 'baking soda', 'vinegar', 'oil', 'water']"""
874,"""['butter', 'sugar', 'vanilla', 'egg yolk', 'soda', 'baking powder', 'flour']"""
875,"""['rasberry', 'sugar', 'gin', 'vodka']"""
876,"""['egg white', 'salt', 'cream of tartar', 'sugar', 'whipping cream', 'fruit']"""
877,"""['beef', 'kidney bean', 'onion', 'tomato', 'tomato paste', 'chili powder', 'sugar', 'salt', 'pepper', 'cheddar cheese']"""
878,"""['chicken', 'tomato', 'onion', 'beef', 'water']"""
879,"""['chicken', 'cream of celery soup', 'cream of chicken soup', 'water', 'veg-all']"""
880,"""['tomato', 'lettuce', 'cheese', 'frito', 'catalina dressing', 'bean']"""
881,"""['beef', 'onion', 'salt', 'pepper', 'lemon juice', 'sour cream']"""
882,"""['chicken', 'celery', 'water', 'chicken broth', 'crouton', 'onion', 'butter']"""
883,"""['turkey', 'cream of mushroom soup', 'cream of celery soup', 'cream of chicken soup', 'rice']"""
884,"""['egg', 'flour', 'oil', 'buttermilk', 'sugar', 'baking powder', 'baking soda', 'salt']"""
885,"""['cottage cheese', 'cool whip', 'jello', 'fruit']"""
886,"""['linguine', 'tomato', 'cucumber', 'onion', 'italian dressing', 'salad supreme']"""
887,"""['coffee', 'baking soda', 'raisin', 'sugar', 'nut', 'flour', 'salt']"""
888,"""['cream cheese', 'margarine', 'butter', 'flour']"""
889,"""['butter', 'shortening', 'sugar', 'egg', 'flour', 'cream of tartar', 'soda', 'salt', 'cinnamon']"""
890,"""['lemon lime soda', 'dry white wine', 'lemon', 'lime']"""
891,"""['oreo', 'margarine', 'powdered sugar', 'cream cheese', 'cool whip', 'chocolate pudding', 'milk']"""
892,"""['beef', 'cottage cheese', 'oatmeal', 'egg', 'catsup', 'mustard', 'onion', 'salt', 'pepper', 'parmesan cheese']"""
893,"""['flour', 'baking powder', 'egg', 'milk', 'butter', 'onion', 'cheddar cheese', 'spinach']"""
894,"""['pork', 'onion', 'pickle', 'sugar', 'brown sugar', 'ketchup', 'mustard']"""
895,"""['egg yolk', 'sugar', 'vanilla', 'almond', 'baking powder', 'egg white', 'graham cracker', 'nut', 'whipping cream']"""
896,"""['red bean', 'tomato', 'onion', 'cheddar', 'pepper']"""
897,"""['beef', 'fat', 'onion', 'garlic', 'catsup', 'worcestershire sauce', 'vinegar', 'brown sugar', 'paprika', 'salt', 'mustard', 'red pepper', 'water', 'flour', 'parsley', 'noodle']"""
898,"""['corn muffin mix', 'egg', 'cottage cheese', 'onion', 'broccoli', 'butter', 'salt']"""
899,"""['cake mix', 'orange juice', 'lemon juice', 'sugar']"""
900,"""['sugar', 'flour', 'salt', 'egg', 'milk', 'butter', 'corn']"""
901,"""['chicken', 'cheese', 'ham', 'paprika', 'wine', 'cream', 'flour', 'salt', 'pepper', 'butter', 'bouillon']"""
902,"""['corn', 'margarine', 'corn bread mix', 'sour cream']"""
903,"""['butter', 'coconut', 'water', 'poppy seed', 'oil', 'egg']"""
904,"""['butter', 'cocoa', 'flour', 'sugar', 'soda', 'salt', 'egg', 'buttermilk', 'vanilla']"""
905,"""['lettuce', 'tomato', 'egg', 'cheese', 'pea', 'mayonnaise', 'bacon']"""
906,"""['beef', 'onion', 'celery', 'green bell pepper', 'cumin', 'garlic', 'chili powder', 'salt', 'pepper', 'cheese', 'tomato', 'lettuce', 'corn']"""
907,"""['pizza crust', 'margarine', 'pizza seasoning', 'mozzarella', 'pizza sauce']"""
908,"""['sugar', 'yeast', 'water', 'milk', 'shortening', 'salt', 'egg white', 'flour']"""
909,"""['vanilla ice cream', 'graham cracker', 'strawberry', 'chocolate sundae syrup', 'nut', 'whipped cream', 'maraschino cherry']"""
910,"""['orange', 'cranberry sauce', 'pear', 'apple', 'sugar', 'raisin', 'pecan', 'vinegar', 'cinnamon', 'ginger']"""
911,"""['shortening', 'butter', 'powdered sugar', 'salt', 'flour', 'water', 'vanilla', 'almond']"""
912,"""['cabbage', 'onion', 'carrot', 'pepper', 'radish', 'cucumber', 'dressing']"""
913,"""['corn syrup', 'brown sugar', 'salt', 'butter', 'vanilla', 'egg', 'pecan']"""
914,"""['flank steak', 'salad oil', 'vinegar', 'garlic', 'salt', 'pepper']"""
915,"""['oleo', 'graham cracker', 'chocolate', 'butterscotch', 'walnut', 'coconut', 'condensed milk']"""
916,"""['cheese', 'macaroni', 'mushroom soup', 'pimento', 'mayonnaise', 'onion']"""
917,"""['chocolate', 'flour', 'baking powder', 'salt', 'butter', 'brown sugar', 'egg', 'vanilla', 'sour cream', 'water']"""
918,"""['cake mix', 'egg', 'margarine', 'sugar', 'cream cheese']"""
919,"""['beef', 'ketchup', 'water', 'mustard', 'lemon juice', 'vinegar', 'onion']"""
920,"""['chicken', 'vegetable oil', 'onion', 'mushroom', 'cornstarch', 'pepper', 'water', 'yogurt', 'noodle', 'garlic', 'chicken broth']"""
921,"""['sugar', 'flour', 'salt', 'egg', 'milk']"""
922,"""['butterscotch morsel', 'chocolate morsel', 'peanut', 'cereal']"""
923,"""['vanilla wafers', 'nut', 'powdered sugar', 'chocolate', 'corn syrup', 'rum']"""
924,"""['flour', 'sugar', 'soda', 'egg', 'coconut', 'nut', 'vanilla', 'salt', 'pineapple']"""
925,"""['carrot', 'pineapple', 'cornstarch', 'brown sugar', 'oleo']"""
926,"""['lettuce', 'mozzarella', 'walnut', 'italian dressing']"""
927,"""['onion', 'butter', 'vegetable oil', 'sugar', 'flour', 'beef broth', 'wine', 'bread', 'cheese']"""
928,"""['shortening', 'sugar', 'flour', 'vanilla', 'salt', 'walnut', 'sour milk', 'banana', 'egg', 'baking powder', 'soda']"""
929,"""['flounder', 'broccoli', 'lemon', 'dressing']"""
930,"""['english muffin', 'pizza sauce', 'mozzarella', 'parmesan', 'onion', 'mushroom', 'green pepper']"""
931,"""['soy sauce', 'garlic', 'ginger', 'honey', 'pepper', 'chicken', 'sesame oil', 'sesame seed']"""
932,"""['crabmeat', 'pasta', 'sour cream', 'mayonnaise', 'celery', 'onion', 'water chestnut', 'pea', 'dill', 'onion powder', 'beau monde', 'celery salt', 'pepper']"""
933,"""['macaroni', 'cottage cheese', 'butter', 'salt', 'pepper']"""
934,"""['beef', 'onion', 'green onion', 'spaghetti sauce', 'spaghetti', 'parmesan cheese', 'egg', 'butter', 'cottage cheese', 'mozzarella cheese']"""
935,"""['tomato sauce', 'dry mustard', 'brown sugar', 'pepper', 'chili powder']"""
936,"""['coconut', 'flour', 'egg white', 'cherry', 'sugar', 'salt', 'almond extract']"""
937,"""['orange', 'apple', 'cranberry', 'pineapple', 'jell-o', 'sugar', 'water', 'nut']"""
938,"""['fruit cocktail', 'mandarin orange', 'pineapple', 'vanilla pudding', 'lemon pudding', 'cool whip']"""
939,"""['pear', 'onion', 'green pepper', 'red pepper', 'hot pepper', 'vinegar', 'sugar', 'mustard seed', 'salt', 'turmeric', 'allspice', 'cinnamon', 'ginger']"""
940,"""['strawberry', 'egg', 'salad oil', 'flour', 'sugar', 'cinnamon', 'soda', 'salt', 'nut']"""
941,"""['strawberry jello', 'water', 'pineapple', 'banana', 'pecan', 'sour cream']"""
942,"""['tomato soup', 'chili beef soup', 'beef', 'macaroni', 'cheese']"""
943,"""['water', 'yeast', 'butter', 'sugar', 'salt']"""
944,"""['salmon', 'lemon juice', 'salt', 'pepper', 'sour cream', 'dill', 'onion', 'parsley']"""
945,"""['cabbage', 'onion', 'celery', 'green pepper', 'thyme', 'marjoram', 'anisette', 'tomato', 'onion soup mix', 'beef bouillon', 'water', 'tarragon', 'sugar', 'tomato sauce', 'beef', 'sausage']"""
946,"""['noodle', 'chicken', 'grape', 'almond']"""
947,"""['lima bean', 'pork', 'red bean', 'black-eyed pea', 'beef', 'bacon', 'onion', 'celery', 'worcestershire sauce', 'brown sugar', 'catsup', 'liquid smoke', 'mustard', 'vinegar']"""
948,"""['ham', 'cream cheese', 'breadstick']"""
949,"""['tomato', 'olive oil', 'garlic', 'parsley', 'pepper', 'salt', 'pasta']"""
950,"""['corn', 'egg', 'oleo', 'sour cream', 'muffin mix']"""
951,"""['mayonnaise', 'sour cream', 'onion', 'pepper', 'pimento', 'bacos', 'tabasco', 'garlic powder', 'salt']"""
952,"""['spinach', 'cream cheese', 'parsley', 'onion', 'salt', 'season-all', 'pepper', 'garlic powder', 'sangaree punch', 'cognac', 'triple sec', 'vodka', 'rum']"""
953,"""['veg-all vegetables', 'chicken broth', 'onion broth', 'mushroom broth', 'chicken', 'butter', 'flour', 'milk']"""
954,"""['sugar cookie dough', 'cream cheese', 'sugar', 'fruit']"""
955,"""['oreo', 'margarine', 'creme de menthe', 'marshmallow fluff', 'whipped cream']"""
956,"""['squash', 'butter', 'milk', 'salt', 'pepper', 'egg white', 'cracker', 'cheddar']"""
957,"""['egg', 'pimento', 'miracle whip', 'pickle', 'onion', 'green pepper', 'salt', 'paprika']"""
958,"""['sweet dough', 'apple', 'sugar', 'cinnamon', 'butter']"""
959,"""['eggplant', 'tomato', 'pepper', 'oregano', 'parmesan']"""
960,"""['flour', 'sugar', 'cinnamon', 'baking soda', 'salt', 'cooking oil', 'egg', 'strawberry', 'walnut', 'pecan']"""
961,"""['tomato', 'green chili', 'onion', 'celery', 'yellow onion', 'cilantro', 'parsley', 'tomato sauce', 'cumin', 'garlic', 'salt', 'pepper']"""
962,"""['cornflakes', 'egg', 'beef broth', 'salt', 'pepper', 'beef', 'vegetable oil', 'tomato soup', 'water', 'thyme', 'carrot', 'onion', 'potato', 'parsley']"""
963,"""['cauliflower', 'broccoli', 'butter', 'mushroom soup', 'milk', 'cheese', 'rice']"""
964,"""['celery', 'bell pepper', 'onion', 'margarine', 'cabbage', 'water', 'celery soup', 'pimento', 'herb stuffing']"""
965,"""['spaghetti', 'onion', 'green pepper', 'celery', 'tomato', 'pepper', 'curry', 'celery broth', 'mayonnaise']"""
966,"""['cream cheese', 'egg', 'sugar', 'salt', 'chocolate', 'flour', 'cocoa', 'baking soda', 'water', 'cooking oil', 'vinegar', 'vanilla']"""
967,"""['tuna', 'mushroom soup', 'macaroni and cheese', 'celery', 'onion', 'pea', 'water', 'pepper']"""
968,"""['egg', 'margarine', 'oatmeal', 'syrup', 'sugar', 'coconut', 'vanilla']"""
969,"""['hamburger', 'garlic', 'chili powder', 'salt', 'pepper', 'tomato', 'onion', 'kidney bean', 'spaghetti']"""
970,"""['chicken', 'cheese', 'chicken broth', 'milk', 'stuffing', 'margarine']"""
971,"""['butter', 'sugar', 'egg', 'water', 'flour', 'baking powder', 'salt', 'vanilla', 'milk']"""
972,"""['almond bark', 'marshmallow', 'peanut', 'rice crisp', 'capn crunch']"""
973,"""['sparkling mineral water', 'apple juice', 'lemon juice', 'apple', 'mint']"""
974,"""['butter', 'flour', 'sugar', 'milk', 'peach']"""
975,"""['bacon', 'grease', 'brown sugar', 'vinegar', 'mustard']"""
976,"""['raspberry pie filling', 'water', 'cake mix', 'egg', 'coconut', 'pecan', 'butter']"""
977,"""['chicken', 'onion', 'cheese', 'doritos', 'cream of chicken soup', 'cream of mushroom soup', 'rotel']"""
978,"""['sugar', 'corn syrup', 'salt', 'peanut', 'butter', 'vanilla', 'soda']"""
979,"""['evaporated milk', 'vinegar', 'onion soup mix', 'catsup', 'worcestershire sauce', 'red pepper sauce']"""
980,"""['margarine', 'milk', 'cocoa', 'sugar', 'oats', 'peanut butter', 'vanilla', 'nut']"""
981,"""['candy coating', 'corn', 'rice', 'noodle', 'pretzel', 'peanut', 'pecan']"""
982,"""['carrot', 'onion', 'celery', 'split pea', 'tomato', 'garlic', 'water', 'ham', 'potato', 'marjoram', 'basil', 'oregano', 'thyme', 'bay leaf', 'curry powder', 'salt', 'pepper']"""
983,"""['pie crust', 'sugar-free vanilla pudding', 'coconut', 'milk', 'cool whip']"""
984,"""['chicken', 'vinegar', 'soy sauce', 'onion', 'garlic', 'pepper', 'dijon mustard', 'ketchup', 'milk']"""
985,"""['chicken', 'broccoli', 'cream of celery soup', 'curry powder', 'lemon juice', 'cheese', 'bread crumb', 'margarine']"""
986,"""['butter', 'sugar', 'egg', 'milk', 'nutmeg', 'vanilla', 'flour', 'baking powder']"""
987,"""['egg', 'milk', 'lemonade', 'salt', 'butter', 'bread']"""
988,"""['spaghetti', 'olive oil', 'parmesan cheese', 'egg', 'cottage cheese', 'beef', 'onion', 'pepper', 'spaghetti sauce', 'mozzarella']"""
989,"""['corn', 'sour cream', 'oleo', 'corn bread mix']"""
990,"""['chicken', 'celery', 'rice', 'chicken broth', 'mayonnaise', 'pecan', 'butter', 'onion']"""
991,"""['flour', 'egg', 'baking powder', 'red food coloring', 'salt', 'soda', 'sugar', 'cocoa', 'shortening', 'buttermilk']"""
992,"""['egg', 'milk', 'shortening', 'sugar', 'flour', 'blueberry']"""
993,"""['chicken', 'olive oil', 'hot pepper sauce', 'lemon', 'pepper', 'salt']"""
994,"""['tea', 'tang', 'lemonade mix', 'cinnamon', 'sugar']"""
995,"""['heath bar', 'whipping topping', 'graham cracker', 'chocolate', 'nut']"""
996,"""['brown sugar', 'butter', 'corn syrup', 'bread', 'egg', 'milk', 'cinnamon']"""
997,"""['beef', 'bread crumb', 'cream cheese', 'onion soup mix', 'salt', 'nutmeg', 'milk', 'stroganoff sauce mix']"""
998,"""['lamb', 'water', 'onion soup mix', 'bay leaf', 'carrot', 'potato', 'flour']"""
999,"""['peach jello', 'peach', 'condensed milk', 'cream cheese', 'water', 'sugar', 'pineapple']"""
1000,"""['oyster cracker', 'ranch dressing', 'lemon pepper', 'dill', 'garlic powder', 'salad oil']"""
1001,"""['bread', 'cheese', 'pepperoni', 'egg', 'sesame']"""
1002,"""['oatmeal', 'honey', 'salt', 'flour', 'soda', 'butter', 'buttermilk']"""
1003,"""['kraut', 'water', 'bacon', 'onion', 'flour', 'salt', 'pepper', 'sugar']"""
1004,"""['cabbage', 'onion', 'sugar', 'celery seed', 'salt', 'vinegar', 'mustard', 'salad oil']"""
1005,"""['potato', 'olive oil', 'salt', 'pepper', 'rosemary', 'arugula']"""
1006,"""['cream cheese', 'pineapple', 'marshmallow', 'pecan']"""
1007,"""['beef', 'onion', 'garlic', 'water', 'noodle', 'pepper', 'tomato', 'bouillon', 'mushroom']"""
1008,"""['scallops', 'shrimp', 'imitation crab', 'onion', 'olive oil', 'egg', 'mayonnaise', 'rotini']"""
1009,"""['onion', 'margarine', 'veg-all', 'cream of chicken soup', 'mayonnaise', 'cheese', 'egg', 'chicken', 'bisquick', 'milk']"""
1010,"""['condensed milk', 'peanut butter', 'egg', 'vanilla', 'baking mix', 'sugar', 'hershey kiss']"""
1011,"""['stuffing']"""
1012,"""['chicken', 'broccoli', 'cream of mushroom soup', 'sour cream', 'cheese', 'bread crumb']"""
1013,"""['beef', 'garlic powder', 'onion', 'onion-mushroom soup', 'water', 'salt', 'pepper', 'worcestershire']"""
1014,"""['carrot', 'onion', 'green pepper', 'tomato soup', 'sugar', 'vinegar', 'worcestershire sauce', 'mustard']"""
1015,"""['flour', 'baking powder', 'salt', 'shortening', 'sugar', 'egg', 'lemon juice']"""
1016,"""['cornbread mix', 'cheese', 'creamed corn', 'onion', 'oil', 'sugar', 'bell pepper', 'egg', 'buttermilk', 'jalapeno']"""
1017,"""['egg', 'sugar', 'molasses', 'shortening', 'water', 'flour', 'baking soda', 'cinnamon', 'cloves', 'ginger', 'salt']"""
1018,"""['beef', 'sausage', 'tomato', 'bread crumb', 'onion', 'pepper', 'egg']"""
1019,"""['graham cracker', 'margarine', 'powdered sugar', 'egg', 'banana', 'pineapple', 'cool whip', 'nut', 'cherry']"""
1020,"""['sugar', 'butter', 'egg', 'buttermilk', 'flour', 'vanilla']"""
1021,"""['broccoli', 'butter', 'onion', 'rice', 'mushroom soup', 'cheez whiz']"""
1022,"""['black bean', 'turkey', 'onion', 'chili powder', 'salsa', 'cheddar cheese', 'sour cream', 'cilantro', 'salt', 'pepper', 'avocado', 'tomato', 'green onion', 'tortilla chip']"""
1023,"""['orange roughy', 'onion', 'butter', 'orange juice', 'garlic powder']"""
1024,"""['gelatin', 'water', 'chicken bouillon', 'tomato juice', 'lemon juice', 'dill', 'salt', 'hot sauce', 'onion', 'tomato', 'cucumber', 'lettuce']"""
1025,"""['banana', 'strawberry', 'sugar', 'vanilla', 'milk']"""
1026,"""['asparagus', 'water chestnut', 'oleo', 'cheese', 'mushroom soup', 'bread']"""
1027,"""['potato', 'carrot', 'celery', 'pea', 'rice', 'beef', 'tomato soup']"""
1028,"""['ground meat', 'onion', 'spinach', 'sauce', 'garlic powder', 'salt', 'pepper', 'macaroni', 'cheddar', 'parmesan', 'bread crumb', 'egg', 'oil']"""
1029,"""['perch', 'onion', 'margarine', 'lemon juice', 'salt', 'pepper']"""
1030,"""['flour', 'sugar', 'cocoa', 'baking soda', 'mayonnaise', 'water', 'vanilla']"""
1031,"""['onion', 'butter', 'broccoli', 'cream of chicken soup', 'cheese', 'rice']"""
1032,"""['spaghetti', 'butter', 'mushroom', 'onion', 'spinach', 'cheese', 'sour cream', 'oregano', 'salt', 'pepper']"""
1033,"""['rice', 'beef', 'carrot', 'onion', 'pepper', 'accent seasoning', 'soy sauce']"""
1034,"""['cream of celery soup', 'water', 'rice', 'chicken', 'onion soup mix']"""
1035,"""['green bean', 'kidney bean', 'green pepper', 'yellow bean', 'onion', 'sugar', 'salt', 'pepper', 'oil', 'vinegar']"""
1036,"""['potato', 'onion', 'beef', 'tomato', 'salt', 'pepper']"""
1037,"""['beef', 'lamb', 'margarine', 'garlic', 'beef base', 'stout', 'water', 'prune', 'thyme', 'pepper', 'potato', 'carrot', 'onion', 'flour']"""
1038,"""['bean', 'brown sugar', 'bacon grease', 'mustard', 'vinegar', 'bacon', 'water']"""
1039,"""['flour', 'baking soda', 'salt', 'corn oil', 'sugar', 'egg', 'vanilla', 'apple', 'pecan', 'margarine', 'brown sugar', 'milk']"""
1040,"""['corn meal', 'water', 'salt', 'cheese', 'tomato sauce']"""
1041,"""['olive', 'butter', 'cheese', 'flour']"""
1042,"""['gelatin', 'water', 'peanut butter', 'milk', 'yogurt', 'pudding mix', 'peanut']"""
1043,"""['egg', 'sugar', 'flour', 'vanilla', 'salt', 'milk', 'cream', 'nutmeg', 'pie shell']"""
1044,"""['beef', 'pepper', 'salt', 'worcestershire sauce', 'cornflakes', 'ketchup', 'onion', 'milk', 'barbecue sauce']"""
1045,"""['corn', 'cream', 'corn mix', 'sour cream', 'margarine']"""
1046,"""['onion', 'green pepper', 'butter', 'chicken broth', 'hominy', 'tomato soup', 'flour']"""
1047,"""['cabbage', 'onion', 'garlic powder', 'salt', 'beef', 'sauerkraut', 'tomato sauce', 'water', 'rice', 'egg', 'milk']"""
1048,"""['beef', 'onion', 'garlic', 'tomato sauce', 'catsup', 'sugar', 'oregano', 'parmesan cheese', 'cream cheese']"""
1049,"""['oleo', 'flour', 'sour cream']"""
1050,"""['shortening', 'peanut butter', 'brown sugar', 'granulated sugar', 'vanilla', 'egg', 'flour', 'baking powder', 'salt', 'coconut']"""
1051,"""['potato', 'beef', 'broccoli', 'onion', 'cream of celery soup', 'milk', 'cheddar cheese', 'garlic powder', 'pepper']"""
1052,"""['noodle', 'cream of mushroom soup', 'evaporated milk', 'sour cream', 'tuna', 'pea', 'mushroom', 'onion', 'garlic']"""
1053,"""['sugar', 'buttermilk', 'bisquick', 'butter', 'vanilla', 'egg']"""
1054,"""['sugar', 'lard', 'milk', 'yeast', 'flour', 'baking powder', 'soda', 'salt']"""
1055,"""['butter', 'sugar', 'flour', 'soda', 'baking powder', 'milk', 'pecan', 'cinnamon', 'nutmeg']"""
1056,"""['sugar', 'vinegar', 'celery seed', 'garlic salt', 'onion', 'water', 'salt', 'onion salt', 'celery salt']"""
1057,"""['broccoli', 'milk', 'soy sauce', 'pepper', 'onion', 'cheese']"""
1058,"""['pie crust', 'sugar', 'flour', 'margarine', 'vanilla', 'egg', 'milk', 'coconut']"""
1059,"""['oil', 'sugar', 'egg', 'pumpkin', 'water', 'flour', 'baking soda', 'salt', 'baking powder', 'cinnamon', 'nutmeg', 'ginger', 'nut', 'raisin']"""
1060,"""['shrimp', 'cheese', 'mayonnaise', 'onion', 'worcestershire sauce']"""
1061,"""['cake', 'strawberry', 'yogurt']"""
1062,"""['sauerkraut', 'cabbage', 'onion', 'tomato paste', 'stewed tomato', 'pork', 'wiener', 'kolbassi']"""
1063,"""['flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'orange', 'cheddar', 'blueberry', 'orange juice', 'vegetable oil', 'egg']"""
1064,"""['sausage', 'beef', 'onion', 'pepper', 'celery', 'oregano', 'garlic', 'salt', 'tomato', 'mozzarella', 'parmesan', 'ricotta', 'noodle']"""
1065,"""['powdered sugar', 'granulated sugar', 'oil', 'butter', 'egg', 'salt', 'baking soda', 'vanilla', 'cream of tartar', 'flour']"""
1066,"""['white wine vinegar', 'salt', 'pepper', 'olive oil']"""
1067,"""['dough', 'onion', 'garlic', 'margarine', 'ricotta', 'mozzarella', 'spinach', 'parmesan', 'sauce']"""
1068,"""['butter', 'egg', 'baking powder', 'sour cream', 'sugar', 'flour', 'baking soda', 'vanilla']"""
1069,"""['beef', 'tomato', 'onion', 'worcestershire sauce', 'mustard', 'salt', 'pepper', 'macaroni', 'cheese']"""
1070,"""['chocolate', 'butter', 'brown sugar', 'flour', 'buttermilk', 'water', 'vanilla', 'egg', 'baking soda', 'salt']"""
1071,"""['raisin', 'water', 'baking soda', 'egg', 'sugar', 'flour', 'vanilla', 'salt', 'nut', 'crisco']"""
1072,"""['cherry kool-aid', 'lemonade', 'sugar', 'orange juice', 'pineapple juice']"""
1073,"""['caramel', 'evaporated milk', 'chocolate cake mix', 'butter', 'nut', 'chocolate chip']"""
1074,"""['sugar', 'butter', 'egg', 'flour', 'walnut', 'vanilla', 'milk', 'soda', 'banana']"""
1075,"""['hamburger', 'onion', 'green pepper', 'garlic salt', 'tomato sauce', 'catsup', 'sugar', 'noodle', 'cream cheese']"""
1076,"""['sugar', 'flour', 'salt', 'soda', 'nutmeg', 'cinnamon', 'allspice', 'nut', 'egg', 'buttermilk', 'oil', 'prune']"""
1077,"""['butter', 'bacon', 'onion', 'celery', 'green bell pepper', 'garlic', 'potato', 'salt', 'pepper', 'bay leaf', 'water', 'tomato', 'catsup', 'clam', 'thyme', 'cayenne', 'parsley']"""
1078,"""['lemon', 'orange', 'grapefruit', 'cloves', 'allspice', 'cinnamon']"""
1079,"""['potato', 'powdered sugar', 'peanut butter']"""
1080,"""['oleo', 'vanilla', 'nut', 'powdered sugar', 'flour', 'salt']"""
1081,"""['flour', 'cream of tartar', 'salt', 'water', 'vegetable oil', 'vanilla', 'food coloring']"""
1082,"""['flour', 'soda', 'baking powder', 'salt', 'brown sugar', 'butter', 'egg', 'vanilla', 'chocolate', 'nut']"""
1083,"""['tomato', 'margarine', 'bread crumb', 'rosemary', 'basil', 'salt', 'pepper']"""
1084,"""['cake mix', 'pistachio pudding', 'sour cream', 'egg', 'water', 'oil']"""
1085,"""['karo', 'sugar', 'egg', 'butter', 'pecan']"""
1086,"""['blueberry pie filling', 'pineapple', 'cake mix', 'margarine', 'coconut', 'pecan']"""
1087,"""['butter', 'sugar', 'egg', 'baking soda', 'flour', 'date', 'orange', 'coconut', 'nut', 'orange peel', 'buttermilk']"""
1088,"""['date', 'cherry', 'pineapple', 'walnut', 'pecan', 'rum', 'flour', 'butter', 'brown sugar', 'egg', 'soda', 'cinnamon', 'vanilla']"""
1089,"""['rice', 'beef', 'onion', 'water chestnut', 'almond', 'sausage', 'mushroom', 'soy sauce']"""
1090,"""['marshmallow', 'chocolate', 'peanut butter', 'butter']"""
1091,"""['onion', 'margarine', 'cream of celery soup', 'milk', 'cheese', 'macaroni', 'bread']"""
1092,"""['oil', 'egg', 'flour', 'salt', 'apple', 'sugar', 'vanilla', 'soda', 'pecan']"""
1093,"""['onion', 'green pepper', 'beef', 'noodle', 'tomato soup', 'water', 'mushroom', 'pizza sauce', 'mozzarella', 'pepperoni']"""
1094,"""['bisquick', 'egg', 'onion', 'zucchini', 'salt', 'pepper', 'seasoned salt', 'oil', 'parmesan cheese', 'oregano']"""
1095,"""['butter', 'peanut butter', 'chocolate', 'rice', 'sugar']"""
1096,"""['egg', 'milk', 'flour', 'sugar', 'salt', 'soda', 'baking powder']"""
1097,"""['coffee', 'milk', 'sugar']"""
