fdc_id,description,mapped_ingredient
168116,"Snacks, tortilla chips, unsalted, white corn","""white corn"""
168117,"Cranberry juice, unsweetened","""cranberry juice"""
168118,"Beef, bologna, reduced sodium","""beef"""
168119,"Turnip greens, canned, no salt added","""turnip greens"""
168120,"Turkey, light or dark meat, smoked, cooked, with skin, bone removed","""turkey"""
168121,"Cheese, pasteurized process, cheddar or American, low sodium","""cheddar cheese"""
168122,"Beverages, coffee, instant, with whitener, reduced calorie","""coffee"""
168123,"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added","""cranberry apple juice"""
168124,"Cheese, swiss, low sodium","""swiss cheese"""
168125,"Babyfood, dinner, macaroni, beef and tomato sauce, toddler","""macaroni"""
168126,"Rolls, pumpernickel","""pumpernickel"""
168127,"Snacks, corn-based, extruded, chips, unsalted","""corn chips"""
168128,"Beans, baked, canned, no salt added","""beans"""
168129,"Jellyfish, dried, salted","""jellyfish"""
168130,"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts","""chocolate"""
168131,"Frankfurter, low sodium","""sausage"""
168132,"Frozen novelties, ice type, pop, with low calorie sweetener","""pop"""
168133,"Babyfood, dessert, peach yogurt","""peach yogurt"""
168134,"Babyfood, dessert, blueberry yogurt, strained","""blueberry yogurt"""
168135,"Babyfood, dessert, banana yogurt, strained","""banana yogurt"""
168136,"Ice creams, chocolate, rich","""chocolate"""
168137,"Snacks, tortilla chips, light (baked with less oil)","""tortilla chips"""
168138,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted","""oats"""
168139,"Popcorn, microwave, low fat and sodium","""popcorn"""
168140,"Babyfood, fruit supreme dessert","""fruit"""
168141,"Cheese, swiss, low fat","""swiss cheese"""
168142,"Sweeteners, tabletop, fructose, liquid","""fructose"""
168143,"Puddings, chocolate flavor, low calorie, instant, dry mix","""chocolate pudding mix"""
168144,"Babyfood, grape juice, no sugar, canned","""grape juice"""
168145,"Jellies, reduced sugar, home preserved","""jelly"""
168146,"Puddings, all flavors except chocolate, low calorie, instant, dry mix","""pudding mix"""
168147,Vital wheat gluten,"""wheat gluten"""
168148,"Frog legs, raw","""frog legs"""
168149,"Fish, mackerel, salted","""mackerel"""
168150,"Java-plum, (jambolan), raw","""jambolan"""
168151,"Jujube, raw","""jujube"""
168152,"Jujube, Chinese, fresh, dried","""jujube"""
168153,"Kiwifruit, green, raw","""kiwi"""
168154,"Kumquats, raw","""kumquat"""
168155,"Limes, raw","""lime"""
168156,"Lime juice, raw","""lime juice"""
168157,"Lime juice, canned or bottled, unsweetened","""lime juice"""
168158,"Blueberries, dried, sweetened","""blueberry"""
168159,"Prunes, canned, heavy syrup pack, solids and liquids","""prune"""
168160,"Prunes, dehydrated (low-moisture), uncooked","""prune"""
168161,"Prunes, dehydrated (low-moisture), stewed","""prune"""
168162,"Plums, dried (prunes), uncooked","""prune"""
168163,"Quinces, raw","""quince"""
168164,"Raisins, golden, seedless","""raisin"""
168165,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)","""raisin"""
168166,"Raisins, seeded","""raisin"""
168167,"Rambutan, canned, syrup pack","""rambutan"""
168168,"Rhubarb, frozen, uncooked","""rhubarb"""
168169,"Rhubarb, frozen, cooked, with sugar","""rhubarb"""
168170,"Roselle, raw","""roselle"""
168171,"Rose-apples, raw","""apple"""
168172,"Strawberries, canned, heavy syrup pack, solids and liquids","""strawberry"""
168173,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)","""strawberry"""
168174,"Strawberries, frozen, sweetened, sliced","""strawberry"""
168175,"Sugar-apples, (sweetsop), raw","""sugar apple"""
168176,"Feijoa, raw","""feijoa"""
168177,"Pears, asian, raw","""pear"""
168178,"Fruit cocktail, canned, heavy syrup, drained","""fruit cocktail"""
168179,"Blueberries, canned, light syrup, drained","""blueberry"""
168180,"Blueberries, wild, canned, heavy syrup, drained","""blueberry"""
168181,"Peaches, canned, heavy syrup, drained","""peach"""
168182,"Pears, canned, heavy syrup, drained","""pear"""
168183,"Plums, canned, heavy syrup, drained","""plum"""
168184,"Tangerines, (mandarin oranges), canned, juice pack, drained","""tangerine"""
168185,"Peach nectar, canned, with added ascorbic acid","""peach nectar"""
168186,"Pear nectar, canned, with added ascorbic acid","""pear nectar"""
168187,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid","""pineapple juice"""
168188,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid","""apple juice"""
168189,"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY","""grapefruit juice"""
168190,"Jackfruit, canned, syrup pack","""jackfruit"""
168191,"Dates, medjool","""date"""
168192,"Durian, raw or frozen","""durian"""
168193,"Pineapple, raw, traditional varieties","""pineapple"""
168194,"Pineapple, raw, extra sweet variety","""pineapple"""
168195,"Clementines, raw","""clementine"""
168196,"Guanabana nectar, canned","""guanabana"""
168197,"Juice, apple and grape blend, with added ascorbic acid","""apple grape juice"""
168198,"Juice, apple, grape and pear blend, with added ascorbic acid and calcium","""apple grape pear juice"""
168199,"Plantains, green, fried","""plantain"""
168200,"Plantains, yellow, fried, Latino restaurant","""plantain"""
168201,"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)","""apple"""
168202,"Apples, raw, golden delicious, with skin","""apple"""
168203,"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)","""apple"""
168204,"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)","""apple"""
168205,"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E","""pineapple juice"""
168206,"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE","""fruit juice"""
168207,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium","""grape juice"""
168208,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD","""fruit juice"""
168209,"Raspberries, frozen, red, unsweetened","""raspberry"""
168210,"Guava nectar, with sucralose, canned","""guava"""
168211,"Kiwifruit, ZESPRI SunGold, raw","""kiwi"""
168212,"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium","""cranberry juice"""
168213,"Fruit juice smoothie, ODWALLA, strawberry banana","""strawberry banana smoothie \u2192 banana"""
168214,"Fruit juice smoothie, NAKED JUICE, strawberry banana","""strawberry banana"""
168215,"Plantains, green, raw","""plantain"""
168216,"Plantains, green, boiled","""plantain"""
168217,Raspberry juice concentrate,"""raspberry juice"""
168218,"Pork, fresh, composite of separable fat, with added solution, cooked","""pork"""
168219,"Pork, fresh, carcass, separable lean and fat, raw","""pork"""
168220,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw","""pork"""
168221,"Pork, fresh, separable fat, cooked","""pork"""
168222,"Pork, fresh, leg (ham), whole, separable lean and fat, raw","""pork"""
168223,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted","""pork"""
168224,"Pork, fresh, leg (ham), whole, separable lean only, raw","""pork"""
168225,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted","""pork"""
168226,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw","""pork"""
168227,"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted","""pork"""
168228,"Pork, fresh, leg (ham), shank half, separable lean only, raw","""pork"""
168229,"Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted","""pork"""
168230,"Pork, fresh, loin, whole, separable lean only, raw","""pork"""
168231,"Pork, fresh, loin, whole, separable lean only, cooked, braised","""pork"""
168232,"Pork, fresh, loin, whole, separable lean only, cooked, broiled","""pork"""
168233,"Pork, fresh, loin, whole, separable lean only, cooked, roasted","""pork"""
168234,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw","""pork"""
168235,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised","""pork"""
168236,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled","""pork"""
168237,"Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted","""pork"""
168238,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw","""pork"""
168239,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised","""pork"""
168240,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled","""pork"""
168241,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted","""pork"""
168242,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw","""pork"""
168243,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised","""pork"""
168244,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled","""pork"""
168245,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted","""pork"""
168246,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw","""pork"""
168247,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled","""pork"""
168248,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted","""pork"""
168249,"Pork, fresh, loin, tenderloin, separable lean only, raw","""pork"""
168250,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted","""pork"""
168251,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw","""pork"""
168252,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised","""pork"""
168253,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled","""pork"""
168254,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted","""pork"""
168255,"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw","""pork"""
168256,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised","""pork"""
168257,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted","""pork"""
168258,"Pork, fresh, shoulder, arm picnic, separable lean only, raw","""pork"""
168259,"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted","""pork"""
168260,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw","""pork"""
168261,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised","""pork"""
168262,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled","""pork"""
168263,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw","""pork"""
168264,"Pork, fresh, variety meats and by-products, brain, raw","""pork"""
168265,"Pork, fresh, variety meats and by-products, brain, cooked, braised","""pork brain"""
168266,"Pork, fresh, variety meats and by-products, chitterlings, raw","""chitterlings"""
168267,"Pork, fresh, variety meats and by-products, heart, raw","""heart"""
168268,"Pork, fresh, variety meats and by-products, heart, cooked, braised","""pork heart"""
168269,"Pork, fresh, variety meats and by-products, jowl, raw","""pork"""
168270,"Pork, fresh, variety meats and by-products, kidneys, raw","""kidney"""
168271,"Pork, fresh, variety meats and by-products, lungs, cooked, braised","""lungs"""
168272,"Pork, fresh, variety meats and by-products, mechanically separated, raw","""pork"""
168273,"Pork, fresh, variety meats and by-products, pancreas, raw","""pancreas"""
168274,"Pork, fresh, variety meats and by-products, pancreas, cooked, braised","""pancreas"""
168275,"Pork, fresh, variety meats and by-products, tongue, raw","""pork"""
168276,"Pork, fresh, variety meats and by-products, tongue, cooked, braised","""pork"""
168277,"Pork, cured, bacon, unprepared","""bacon"""
168278,"Pork, cured, breakfast strips, raw or unheated","""pork"""
168279,"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated","""ham"""
168280,"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted","""ham"""
168281,"Pork, cured, ham, regular (approximately 13% fat), canned, roasted","""ham"""
168282,"Pork, cured, ham, center slice, country-style, separable lean only, raw","""ham"""
168283,"Pork, cured, ham, center slice, separable lean and fat, unheated","""ham"""
168284,"Pork, cured, ham, whole, separable lean only, roasted","""ham"""
168285,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled","""pork"""
168286,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw","""pork"""
168287,"Pork, cured, salt pork, raw","""pork"""
168288,"Pork, cured, shoulder, blade roll, separable lean and fat, unheated","""pork"""
168289,"Pork, cured, shoulder, blade roll, separable lean and fat, roasted","""pork"""
168290,"Pork, fresh, variety meats and by-products, feet, cooked, simmered","""pork"""
168291,"Pork, fresh, variety meats and by-products, tail, raw","""pork"""
168292,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried","""pork"""
168293,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried","""pork"""
168294,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried","""pork"""
168295,"Pork, cured, ham, boneless, extra lean and regular, unheated","""ham"""
168296,"Pork, cured, ham, boneless, extra lean and regular, roasted","""ham"""
168297,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked","""pork"""
168298,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled","""pork"""
168299,"Pork, fresh, backribs, separable lean and fat, raw","""pork"""
168300,"Pork, fresh, backribs, separable lean and fat, cooked, roasted","""pork"""
168301,"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted","""pork"""
168302,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw","""pork"""
168303,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised","""pork"""
168304,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled","""pork"""
168305,"Pork, fresh, loin, country-style ribs, separable lean only, raw","""pork"""
168306,"Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised","""pork"""
168307,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted","""pork"""
168308,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw","""pork"""
168309,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised","""pork"""
168310,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled","""pork"""
168311,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted","""pork"""
168312,"Pork, fresh, loin, tenderloin, separable lean and fat, raw","""pork"""
168313,"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled","""pork"""
168314,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw","""pork"""
168315,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw","""pork"""
168316,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw","""pork"""
168317,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored","""pork"""
168318,"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored","""pork"""
168319,"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork","""pork"""
168320,"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork","""pork"""
168321,"Pork, cured, bacon, cooked, microwaved","""bacon"""
168322,"Pork, cured, bacon, pre-sliced, cooked, pan-fried","""bacon"""
168323,"Pork, fresh, variety meats and by-products, stomach, cooked, simmered","""pork"""
168324,"Pork, bacon, rendered fat, cooked","""bacon"""
168325,"Pork, cured, ham and water product, slice, bone-in, separable lean only, heated, pan-broil","""ham"""
168326,"Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil","""ham"""
168327,"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted","""ham"""
168328,"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated","""ham"""
168329,"Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil","""ham"""
168330,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil","""ham"""
168331,"Pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted","""ham"""
168332,"Pork, cured, ham and water product, rump, bone-in, separable lean only, heated, roasted","""ham"""
168333,"Pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil","""ham"""
168334,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted","""ham"""
168335,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated","""ham"""
168336,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, unheated","""ham"""
168337,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated","""ham"""
168338,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated","""ham"""
168339,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated","""ham"""
168340,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated","""ham"""
168341,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated","""ham"""
168342,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated","""ham"""
168343,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated","""ham"""
168344,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated","""ham"""
168345,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated","""ham"""
168346,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated","""ham"""
168347,"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, unheated","""ham"""
168348,"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, unheated","""ham"""
168349,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted","""ham"""
168350,"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, heated, roasted","""ham"""
168351,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted","""ham"""
168352,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil","""ham"""
168353,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil","""ham"""
168354,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted","""ham"""
168355,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted","""ham"""
168356,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted","""ham"""
168357,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted","""ham"""
168358,"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated","""ham"""
168359,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil","""ham"""
168360,"Pork, cured, ham, slice, bone-in, separable lean only, unheated","""ham"""
168361,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw","""pork"""
168362,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised","""pork"""
168363,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw","""pork"""
168364,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled","""pork"""
168365,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw","""pork"""
168366,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised","""pork"""
168367,"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated","""ham"""
168368,"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled","""pork"""
168369,"Pork, Shoulder petite tender, boneless, separable lean and fat, raw","""pork"""
168370,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised","""pork"""
168371,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, raw","""pork"""
168372,"Pork, ground, 84% lean / 16% fat, raw","""pork"""
168373,"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled","""pork"""
168374,"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled","""pork"""
168375,"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled","""pork"""
168376,"Pork loin, fresh, backribs, bone-in, raw, lean only","""pork"""
168377,"Pork loin, fresh, backribs, bone-in, cooked-roasted, lean only","""pork"""
168378,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled","""pork"""
168379,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted","""pork"""
168380,"Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled","""pork"""
168381,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw","""pork"""
168382,"Bacon, pre-sliced, reduced/low sodium, unprepared","""bacon"""
168383,"Canadian bacon, cooked, pan-fried","""bacon"""
168384,"Alfalfa seeds, sprouted, raw","""alfalfa"""
168385,"Amaranth leaves, raw","""amaranth leaves"""
168386,"Artichokes, (globe or french), cooked, boiled, drained, without salt","""artichoke"""
168387,"Artichokes, (globe or french), frozen, unprepared","""artichoke"""
168388,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt","""artichoke"""
168389,"Asparagus, raw","""asparagus"""
168390,"Asparagus, cooked, boiled, drained","""asparagus"""
168391,"Balsam-pear (bitter gourd), leafy tips, raw","""bitter gourd"""
168392,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt","""bitter gourd"""
168393,"Balsam-pear (bitter gourd), pods, raw","""bitter gourd"""
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt","""bitter gourd"""
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt","""kidney beans"""
168396,"Lima beans, immature seeds, raw","""beans"""
168397,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water","""sweet corn"""
168398,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared (Includes foods for USDA's Food Distribution Program)","""sweet corn"""
168399,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt","""sweet corn"""
168400,"Corn, sweet, yellow, frozen, kernels on cob, unprepared","""sweet corn"""
168401,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt","""sweet corn"""
168402,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt","""black bean"""
168403,"Cowpeas (blackeyes), immature seeds, frozen, unprepared","""black bean"""
168404,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt","""black bean"""
168405,"Cowpeas, young pods with seeds, raw","""cowpeas"""
168406,"Cowpeas, leafy tips, cooked, boiled, drained, without salt","""cowpeas"""
168407,"Cress, garden, raw","""cress"""
168408,"Cress, garden, cooked, boiled, drained, without salt","""lettuce"""
168409,"Cucumber, with peel, raw","""cucumber"""
168410,"Edamame, frozen, unprepared","""edamame"""
168411,"Edamame, frozen, prepared","""edamame"""
168412,"Endive, raw","""endive"""
168413,"Escarole, cooked, boiled, drained, no salt added","""escarole"""
168414,"Gourd, dishcloth (towelgourd), raw","""gourd"""
168415,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt","""gourd"""
168416,"Drumstick leaves, raw","""drumstick leaves"""
168417,"Drumstick leaves, cooked, boiled, drained, without salt","""drumstick leaves"""
168418,"Pepeao, dried","""pepper"""
168419,"Jute, potherb, raw","""jute potherb raw \u2192 potherb"""
168420,"Jute, potherb, cooked, boiled, drained, without salt","""potherb"""
168421,"Kale, raw","""kale"""
168422,"Mushrooms, Chanterelle, raw","""mushroom"""
168423,"Mushrooms, morel, raw","""mushroom"""
168424,"Kohlrabi, raw","""koehlerabi"""
168425,"Kohlrabi, cooked, boiled, drained, without salt","""koehlerabi"""
168426,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt","""leek"""
168427,"Lentils, sprouted, raw","""lentils"""
168428,"Lentils, sprouted, cooked, stir-fried, without salt","""lentils"""
168429,"Lettuce, butterhead (includes boston and bibb types), raw","""lettuce"""
168430,"Lotus root, cooked, boiled, drained, without salt","""lotus root"""
168431,"Lettuce, red leaf, raw","""lettuce"""
168432,"Mountain yam, hawaii, raw","""yam"""
168433,"Mountain yam, hawaii, cooked, steamed, without salt","""yam"""
168434,"Mushrooms, brown, italian, or crimini, raw","""mushroom"""
168435,"Mushrooms, shiitake, stir-fried","""mushroom"""
168436,"Mushrooms, shiitake, dried","""shiitake mushroom"""
168437,"Mushrooms, shiitake, cooked, without salt","""mushroom"""
168438,"Mustard spinach, (tendergreen), raw","""spinach"""
168439,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt","""spinach"""
168440,"New Zealand spinach, raw","""spinach"""
168441,"New Zealand spinach, cooked, boiled, drained, without salt","""spinach"""
168442,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared","""potato"""
168443,"Potato wedges, frozen (Includes foods for USDA's Food Distribution Program)","""potato"""
168444,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased","""potato"""
168445,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated","""potato"""
168446,Potato flour,"""potato"""
168447,"Pumpkin leaves, cooked, boiled, drained, without salt","""pumpkin"""
168448,"Pumpkin, raw","""pumpkin"""
168449,"Pumpkin, cooked, boiled, drained, without salt","""pumpkin"""
168450,"Pumpkin, canned, without salt","""pumpkin"""
168451,"Radishes, oriental, raw","""radish"""
168452,"Radishes, oriental, cooked, boiled, drained, without salt","""radish"""
168453,"Radishes, oriental, dried","""radish"""
168454,"Rutabagas, raw","""rutabaga"""
168455,"Rutabagas, cooked, boiled, drained, without salt","""rutabaga"""
168456,"Seaweed, irishmoss, raw","""seaweed"""
168457,"Seaweed, kelp, raw","""seaweed"""
168458,"Seaweed, laver, raw","""seaweed"""
168459,"Sesbania flower, raw","""sesbania flower"""
168460,"Soybeans, mature seeds, sprouted, cooked, steamed","""soybean"""
168461,"Soybeans, mature seeds, sprouted, cooked, stir-fried","""soybean"""
168462,"Spinach, raw","""spinach"""
168463,"Spinach, cooked, boiled, drained, without salt","""spinach"""
168464,"Squash, summer, crookneck and straightneck, raw","""squash"""
168465,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt","""squash"""
168466,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt","""squash"""
168467,"Squash, summer, crookneck and straightneck, frozen, unprepared","""squash"""
168468,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt","""squash"""
168469,"Squash, summer, zucchini, includes skin, frozen, unprepared","""zucchini"""
168470,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt","""zucchini"""
168471,"Squash, summer, zucchini, italian style, canned","""zucchini"""
168472,"Squash, winter, acorn, raw","""acorn squash"""
168473,"Squash, winter, butternut, frozen, unprepared","""butternut squash"""
168474,"Squash, winter, butternut, frozen, cooked, boiled, without salt","""butternut squash"""
168475,"Squash, winter, hubbard, raw","""winter squash"""
168476,"Squash, winter, hubbard, baked, without salt","""squash"""
168477,"Succotash, (corn and limas), cooked, boiled, drained, without salt","""corn lima beans"""
168478,"Succotash, (corn and limas), canned, with cream style corn","""corn lima beans"""
168479,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids","""corn lima beans"""
168480,"Succotash, (corn and limas), frozen, unprepared","""corn lima beans"""
168481,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt","""corn lima beans"""
168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)","""sweet potato"""
168483,"Sweet potato, cooked, baked in skin, flesh, without salt","""sweet potato"""
168484,"Sweet potato, cooked, boiled, without skin","""sweet potato"""
168485,"Sweet potato, canned, vacuum pack","""sweet potato"""
168486,"Taro, cooked, without salt","""taro"""
168487,"Taro leaves, raw","""taro leaf"""
168488,"Taro leaves, cooked, steamed, without salt","""taro leaves"""
168489,"Taro shoots, raw","""taro"""
168490,"Arrowroot, raw","""arrowroot"""
168491,"Chrysanthemum leaves, raw","""chrysanthemum leaves"""
168492,"Amaranth leaves, cooked, boiled, drained, with salt","""amaranth leaves"""
168493,"Arrowhead, cooked, boiled, drained, with salt","""potato"""
168494,"Asparagus, frozen, cooked, boiled, drained, with salt","""asparagus"""
